x,y,yaw,qw,qx,qy,qz
5.275462627410889,-1.1812816858291626,0.17496445075286823,0.9961758699386167,0.0,0.0,0.08737068245149639
6.625670433044434,-0.9127247929573059,0.15384869812263197,0.9970427809353309,0.0,0.0,0.07684850671770789
7.7976603507995605,-0.6552385091781616,0.15729690289284637,0.9969088044383074,0.0,0.0,0.0785673954855606
8.935182571411133,-0.45445579290390015,0.14048226552858356,0.9975341057400158,0.0,0.0,0.07018338753200104
10.043972969055176,-0.5128557682037354,-0.05432002157711582,0.9996311895794003,0.0,0.0,-0.02715667174145355
10.993606567382812,-0.2741607427597046,0.5741557544488949,0.9590753707090267,0.0,0.0,0.2831509019928118
11.546923637390137,0.3549935221672058,1.3707767957549915,0.774173259831612,0.0,0.0,0.6329737465027245
11.536197662353516,1.0804215669631958,1.7100926521340005,0.6561835527318383,0.0,0.0,0.7546013153475303
11.319464683532715,1.9461549520492554,1.7176568322542372,0.6533248963151608,0.0,0.0,0.7570776577437643
10.874445915222168,4.439444065093994,1.6835753878288173,0.6661305660212835,0.0,0.0,0.7458351486837855
10.408845901489258,6.990609169006348,1.7347904317703695,0.646815269321628,0.0,0.0,0.7626467120314555
9.870650291442871,10.163652420043945,1.7004553083303808,0.6598120966707219,0.0,0.0,0.7514306335830246
9.507546424865723,13.077092170715332,1.7017847513759947,0.6593124588219331,0.0,0.0,0.7518690588408176
9.131976127624512,15.700223922729492,1.7094371737024374,0.656430829929411,0.0,0.0,0.7543862177414065
8.736478805541992,18.220932006835938,1.7261809851112448,0.6500922493336865,0.0,0.0,0.7598552936949693
8.516650199890137,20.284263610839844,1.7527345163864239,0.6399468292101561,0.0,0.0,0.7684191927482468
8.302989959716797,21.266075134277344,1.9312765749034508,0.5688920568468016,0.0,0.0,0.8224122005762169
8.09229850769043,22.048025131225586,2.175032769321232,0.4646859784325625,0.0,0.0,0.8854755453699283
7.686673164367676,22.574722290039062,2.644420636184926,0.2460336786524968,0.0,0.0,0.9692612800317157
7.0179009437561035,22.718881607055664,3.1178365899417324,0.011877752518754408,0.0,0.0,0.9999294570093948
6.298161506652832,22.68642234802246,-3.02806353640088,0.056734078902385035,0.0,0.0,-0.998389325008585
5.274723052978516,22.537452697753906,-2.9959124971258495,0.07277568432908776,0.0,0.0,-0.9973483342195107
3.005566120147705,22.182708740234375,-2.993191316002674,0.07413259927916016,0.0,0.0,-0.997248393192045
1.3080500364303589,21.963064193725586,-2.788451547767765,0.17565448735932887,0.0,0.0,-0.9844518784940844
0.5325183868408203,21.75934410095215,-2.637121351703026,0.24956948914077143,0.0,0.0,-0.9683568918998895
-0.15882301330566406,21.46396827697754,-2.296564464593688,0.41005475386317647,0.0,0.0,-0.912060907414746
-0.6214325428009033,20.887598037719727,-1.6700905830212096,0.6711441075326311,0.0,0.0,-0.741326909618306
-0.5999827980995178,20.3055419921875,-1.3813508562225432,0.7708159040006363,0.0,0.0,-0.6370579582264724
-0.4997960925102234,19.63538932800293,-1.436740935585219,0.7528792190624749,0.0,0.0,-0.6581587054076532
-0.3969923257827759,18.435653686523438,-1.4241749533068424,0.7569995368971768,0.0,0.0,-0.6534154123813272
-0.11998891830444336,16.565568923950195,-1.4598970908947686,0.7452087148371264,0.0,0.0,-0.6668312915054291
0.10899841785430908,14.941181182861328,-1.4749720332265743,0.7401613719507508,0.0,0.0,-0.6724292851088375
0.35617494583129883,13.519250869750977,-1.3548284291517796,0.7791960412398747,0.0,0.0,-0.6267802879128438
0.7653454542160034,11.607390403747559,-1.3856238160638805,0.7694530842881906,0.0,0.0,-0.6387033357352931
1.3777320384979248,7.667187213897705,-1.4040225466530731,0.7635449433301422,0.0,0.0,-0.6457546898900308
1.7547942399978638,5.187089443206787,-1.4127953856113529,0.760705055914423,0.0,0.0,-0.6490976951940552
2.196366786956787,2.613375425338745,-1.3853960034465527,0.769525831635647,0.0,0.0,-0.6386156860314862
2.5110161304473877,0.7548797130584717,-1.2388183561133246,0.8142216029147544,0.0,0.0,-0.5805542019027404
2.748972177505493,-0.07626652717590332,-1.133374531988547,0.843684009737613,0.0,0.0,-0.5368400988311727
2.939837694168091,-0.7316317558288574,-0.8573827584391543,0.9095104970174784,0.0,0.0,-0.41568095435684715
3.1665520668029785,-1.2393625974655151,-0.2552322986616728,0.9918681044648571,0.0,0.0,-0.12727004103594622
3.8488521575927734,-1.4353693723678589,-0.010497600053826269,0.9999862250807636,0.0,0.0,-0.005248775926292183
